PC1,PC2
-0.33053648444162265,1.6251690756886579
0.8414650650773402,0.411580666572311
-0.6163041118387517,0.16509805532483482
0.37096225003678607,0.40398918975122944
-1.0495347411722442,0.013915316279151454
-0.24381589434632706,0.09727277585283577
-0.3995587846615386,-0.08221838079159535
-0.473641263867757,0.048300198280989144
0.018412960005160555,0.36552776536847525
-0.2995142315751012,-0.07043344026538918
0.29857512411955445,1.0236182420817521
-0.33165136334962586,0.3141487569296359
-0.0757018673236353,0.22538203222030964
-3.6399693159894486,0.27968881252637
-3.6769390987162955,1.0109496230723791
-3.4325648054560602,0.07662167912601604
-3.4055374221893544,1.3931376979369248
-3.4022523779185163,1.5963786616671702
-3.4497174557768626,1.0135740571555414
-3.416996092836512,-0.15159850335268654
-3.4904296294260666,-0.2613080229545049
-3.6140452901792637,1.1217845609702493
-3.5135686423323715,0.05439978409276908
-3.684092322137642,0.26445748775794325
-3.0981947282734112,0.6535926904878961
-2.7673574637433123,0.2640987937608961
-2.324343845873791,0.25989841663282043
-3.3211900005651547,0.1179206406570973
-2.937315388843772,-0.22283978573775629
-3.975011331318745,1.2639953623441513
-3.3964064707843664,0.07947351819348751
-2.2479900324322033,-0.031512612098266654
-2.662354922129861,-0.08162052853004755
-2.106431872777427,1.0460686574687346
-2.4110368943612226,3.569421979284546
-2.144749421998075,-0.19680176148181155
-2.191972112291786,-0.42784983957934164
-1.9428542379338043,-0.40250735185008946
-1.6718788816214611,-0.2611577885535791
-1.9775103708752986,-0.22896224758830705
-1.4957804587329857,-0.18639842494580666
-2.729705928107508,-0.16145909989119675
-2.6939559810925653,-0.17109170594282233
-2.373984919054984,0.3369500999844068
-2.2139898759570085,-0.3079202108332939
-0.3396669731248473,1.2060302839399213
-2.6333436643711665,-0.027773742217186648
-2.6492695874517125,-0.14481640944092206
-2.3691289684297114,0.10603682394911045
-1.853023979744686,-0.25652971603083347
-2.7551845527858165,0.07831312688033563
-1.5905158314177452,-0.43037793911261246
-1.6335521484311468,-0.5266809412793297
-1.7360024894990735,3.845764674516725
-1.0655625807395952,-0.10553753152983864
-2.178838737105144,-0.4505753555340682
-1.612997769814051,1.5975266922627387
-2.2234407592280685,-0.37410259499519477
-1.8512848664191983,-0.24262831070531457
-0.2035158041539173,-0.06924304063782873
-1.8558475767834057,-0.4719815116673847
-1.381704582017314,-0.12385816077590771
-1.945938842482698,-0.436029185479835
-1.0212576403766267,-1.3987024710606106
-1.789465147566331,-0.3614352494782578
-1.8491244659377062,-0.4778078316237537
-2.1613432734542783,-0.21745396554882418
-1.1552645003541102,-1.2926566236133772
-1.4331768757035972,-0.4347978613870065
-2.122550760822153,-0.277495716745103
-1.5793586135550288,-0.4046824299603832
-0.3421482303189181,0.8586203974432616
-2.1204135418532783,-0.35205062447902236
-1.8665526509970591,-1.1633315178558326
-2.096024298021238,-0.28195551778308847
-1.866639093462353,-0.45766295803577905
-1.8466768317086721,-0.17410550483999596
-1.7027101571717698,-0.17235525617554984
-1.6800953024084753,-0.4317414178971725
-1.1520873027623098,-0.3720180215749639
-2.0890863232616805,-0.3472869473576623
-1.5861508422868458,-1.2906210815510062
-2.198034689167357,-0.14699021392584136
-0.5686336373490324,-0.731578263987099
-0.49105130379625844,-0.6228661103104808
-1.9605947105942216,-0.3692956583374037
0.18279874806294946,-0.3472350435459012
-0.6891608825476423,-0.49075476964201337
-0.2663919442353146,0.47003189275959634
0.6844570489166533,1.3190681706982823
-0.6946992741558856,0.37977286268151894
0.7404778179696961,-0.2686887768105468
0.8569933847404893,0.6276227778267309
0.48479094710072057,0.1130853387783767
-2.0307334333419838,0.25871401378404035
-2.3651366536145426,0.019780392243770675
-2.791251148105211,1.3840720520482217
-2.8029868330468752,0.9439473409089421
-2.1268310217528295,0.28297810443553484
-1.7389120692579338,0.2764280571504444
-2.258267531648529,0.19605846882573835
-2.246028304353358,0.08359884628908523
-2.0505892613740757,0.05081658958453045
-2.1294059767808537,0.07338792722187325
-2.0527222909850535,0.14678897630021728
-2.137442623420651,0.09373699283237798
-2.069027242860974,0.1639338401144002
-1.5517180798310946,0.23168789526878555
-2.119864538247379,0.2237352300821157
-1.4736683273403,0.8060613569017053
-1.4506418862415968,3.6243928764637836
-2.0827483877427997,-0.4747155692726915
-2.4816231527188575,1.1829805110338436
-2.811628441862369,1.1560405053999578
-1.829105354872261,0.8877927756849123
-1.9375408539441739,-0.4688943504288413
-0.8090574495865401,-0.021129626036772563
-1.972194295174192,-0.5241449022362347
-1.6133631083973072,-0.4307823206906301
-2.1658600951855878,-0.15072191674353488
-2.726593578165161,1.5376154547793213
-1.6359776398097197,4.500543457370133
-2.6113105198954374,3.475863714609352
-2.9691155230759163,-0.458290539276848
-2.473003721881825,0.7094206020838484
-2.085602387572226,-0.42691560750199964
-3.1093018846338647,-0.17415014304195317
-2.530218715893879,-0.32313368808325305
-2.147915012853395,0.8914380986402989
-2.694127020062035,0.13518708684769867
-2.6629098948748315,0.7206006343218702
-1.9787983681799548,0.07141712127453864
-2.0465885376921102,-0.3909087602813974
-1.866329077219224,1.6298133932531536
-1.8943258684231885,-0.4182712973076257
-1.9485155329140917,0.8671511112913528
0.5237202581345072,-0.8612562453415995
1.025729370042047,1.4162739286059194
0.9583195392816589,-1.63564935638771
1.3679128562824419,-0.7643011525636069
1.586036370455982,-0.877862145374463
0.9029322380771543,-0.8454773771966058
0.9869078405336085,-0.6982519254746832
0.17198964264468913,-1.6119412249400555
0.4744085983400217,-0.8300244505038128
0.10535953352904621,-1.71475911894413
0.2727791282801641,-0.626788243082318
0.7298845878025951,-0.8565867565785651
0.8430545614177083,-0.804838076097996
0.5639536541516217,-0.9075557669926794
0.48817279501171346,-0.799239568819513
0.868585453202953,-0.764243687279432
0.019825799946776603,-0.7933795001534311
0.783782048384887,-0.720983546099601
1.2278448058640128,-0.8196209177125494
0.0693660911780889,-0.41044648528080124
-0.3273482439437757,-0.3269799026521618
-1.3976855485037019,-0.4040540405834862
2.887910477973044,5.78957915750349
-0.45838461252476165,-0.12094782277051874
-0.09614829822532014,2.017785858036863
-1.3220706332913075,-1.3897710094516764
-1.3101867757198942,-0.24683510180177407
0.7223815595899606,-0.4645776031770883
0.24280625063989253,-0.15725746052345757
-0.31096695582760026,-0.426660010202969
-0.5562376437194053,-0.5322726227941081
-0.23867385679327272,-0.5190927754029998
-1.4115851489619173,-0.398409870901581
-0.7088285289440249,-0.3110752891565019
0.8181899896756947,-0.15641710875114814
-0.9400155554128272,-1.226336414162848
-0.6205920600307102,-0.5911204117765206
-0.5157239194091539,0.650932105494493
-0.051416778052410156,0.6891466107591091
0.01795928072732515,3.857452576713968
0.3321692569842846,-0.7032611567467785
1.042106367806608,-0.6014815382972333
0.08427554430885938,-0.7046051204423107
0.6950940914135318,0.45155648015380395
0.038377821986720094,-0.6595035823735312
0.5029728469734791,-0.5015871171984996
0.8945845634585187,-0.6292080116485087
-0.1371976286912826,0.6846135094945587
0.0340847064711201,0.3911060899640715
0.72657493853028,-0.8601353933476908
0.46449167853202555,0.7482116396943329
0.7422696166236832,-0.757223426540908
-0.3037566423469569,-0.5394546789338165
0.29444677083220244,0.41420290535635107
0.131287715432747,-0.7112244135926394
-0.11275301830559109,0.4433476905889189
0.32727618302148365,-0.40082578387442974
-2.340588480412834,-0.11626800744824363
-2.0628394655496574,1.369411063764353
-1.1870697798289331,0.3390064276720329
-1.6211513906851192,0.010124292805759267
-1.5028836661875007,-0.12719778621686162
-1.8604496041436047,-0.07994741153993759
-1.672627822497034,0.45133096465861805
-1.4145265136752851,0.15838547137628767
-1.7887783664554067,-0.024405748091616834
-0.3572891826922256,-1.5583289502961255
0.9174604960064802,1.52511503584966
1.4165957574601118,1.1502008417420322
2.085759273146628,-1.6766464351040367
0.7761113006047472,-1.726680019488316
0.36125601401222435,-0.6098239895415171
1.425420452112005,-1.659068774529861
0.4969922049524339,1.8622741381844785
1.0660288981121933,-0.49663782882687485
3.554850745669527,7.771555067315507
1.0649942310337548,1.2288100565670759
0.18885522436067897,-1.3701287448930062
0.494850161672881,-0.35768077113521546
-0.16448797844451354,-0.2081802317623165
0.23821298204585892,-0.43210120380083683
-0.08047013828071628,-0.4872102866337386
-1.6925491390386924,0.008746327599987622
-1.0099507648878951,1.530963806135253
-1.5192058055932107,0.8686679246552995
-0.8247728654976089,0.2679699205242356
-1.7631088367139987,-0.10950266278713194
-0.9213934016534877,0.11691265382216216
-1.263897493720751,0.006199426550142817
-2.393017413121178,1.294956152575111
-1.7763774087046744,1.442174350740165
-1.3883416345162756,0.09712748577979868
-1.8363661012989803,0.11058653111812522
0.978177638126448,-0.6209150188601601
2.340113316489873,-0.5537986111824246
1.0974672926232365,-0.6597024659003643
1.1828473627559377,-1.3831929685190336
1.6553377943588705,-0.5377634763908363
0.586720921477316,-0.4947345977957745
2.559037139945669,-0.38246039520476843
1.942106216749553,-0.27813655439719903
2.2382939665994495,-0.5321329350036931
2.0496855603321356,0.2150945370372298
0.3484284574348373,-0.13703891253266276
-0.5744520468290484,0.9028370584624491
1.1306653572917165,3.8325735470584323
0.8991801318010665,-0.6690620994258769
-1.1779431759622743,-0.25172963699636225
-0.5304161039102587,1.0441159822592778
-0.3915142088850128,0.9681237720122353
-0.8267975279568517,-0.4455239354594497
-0.04202661662011292,-0.5575989735534587
-0.8971370883231654,-0.3610699884219376
-0.23530992663921363,-0.43345800036426085
-0.6082040222549536,-0.4106999870021341
