PC1,PC2
8.665459744006496e-05,-0.1364447840576214
-0.44945605155062934,-0.5154668348975693
-0.5161864953426806,-1.534708388041514
-0.22836802532983919,-0.30804136201093546
1.5103709259685398,0.6947425642221017
1.8781724270800904,-0.6586286482191064
2.0926920445836643,-0.8036848028204208
2.9885990240877067,1.1436583632407369
0.16461655155558955,-0.6992482139237787
2.803301738424228,4.611769818961072
3.456640920893674,-0.5092464410687582
-0.09732109072974904,0.6509150658402866
0.2574818965261346,-0.5812268923722913
0.7972852630389501,0.649137785381016
-0.4033715369168872,-0.7256294162224555
0.3503103435760136,-0.38714042033402446
-0.11864237155746575,-0.6322317122220099
0.3259999455176646,-0.5723535917573579
0.6473330556255221,-0.06044015522899919
-0.17888411295538117,-0.607099958968999
0.09668554099581984,-0.5720588533379962
0.2056708316140634,-0.7260436124871659
0.15777285605311223,-0.6130866253083597
0.7058610397960358,-0.8680269936936987
0.6129065067855071,-0.5484575921647946
0.12181735825373528,-0.5895113247204186
1.2596000424870686,5.658810371368722
-0.41120871679226756,-0.6618651472301548
0.2144628636227104,-0.3173254665348691
-0.0981237072984865,-1.551124239630395
0.18928746757465995,-0.5928553686283632
0.8070910125233908,-0.8229166058190188
-0.05699776256957868,-0.7213490265396034
0.5082345807713758,-1.6079929860358648
0.1571878504259807,-0.7211059173515812
-0.2881848801274005,-1.5385037340067498
1.4311684829574143,-1.6559627722028296
0.4235940052373724,-0.7545077609831393
0.6531010266280179,4.781942700321052
0.31960053845740816,-0.5822220265837089
0.748592463106538,-0.6256674367503037
0.02406853166350743,-0.8027141678712948
1.124018266761817,-0.5988425403465928
0.6055060568034829,-0.8266328375399317
-0.18581104826654757,-0.5436586847433152
0.6740283056118886,-0.9213307216146996
0.8828657259438366,-0.6473637384729967
0.8072354229536775,-0.8892791816916082
0.7487975476211429,-0.7039726048098184
-0.5980222468330256,-0.6927921164130586
0.6389398174283226,-0.6204632843559628
4.161211226566401,-0.3271677943986202
3.8182798830275635,-0.3690413310646878
3.9951897272043673,-0.5584033703938264
6.205462747514924,6.636959771520173
3.4417990809002283,-0.9252170225731022
4.041100753778428,1.3570792735512631
4.2478772669163165,0.3795108225679669
2.920141845862799,-1.115110338263669
3.6924773391474752,-0.44362766687894956
4.314719983133858,-0.4894607135359648
3.5243364916831683,-1.020529456465554
3.9295836752249356,-1.9954077298203372
4.291632867104468,0.12668492714583798
1.965832541639007,-0.7681479942530187
5.470914863229017,-0.06036555786340017
3.0727821696631614,-0.22972316583024616
5.886160112249541,-0.3075792110960009
5.000262351285805,-0.7222522232632989
5.062588315743314,1.038544687059097
4.863850584185219,0.12237629854645336
5.0706173219827875,0.14239634534496312
5.1645777473823955,0.2976457943954551
-0.07878675538250239,-0.6192854597338224
-0.20585699186663337,0.8630618132175344
-0.8029614287107812,-2.3230167405963686
0.2923780662614575,-1.310638669571264
-0.21024369106163843,-1.2469789238068825
0.18385169469725163,0.5509889455745584
-0.2271194554027584,-0.7215517080404505
-0.61182476548917,-1.537661897625425
-0.4496735534508151,-0.44628096600554357
-0.8833224677212321,-0.6530189158418641
-0.33600384850262915,-0.5847843779917122
-0.7310279300574976,-0.5662922977018524
-0.17217367448593612,-1.31115940620051
-0.26184054366437415,-1.5407312211133235
0.4969801673479293,0.9281041920035692
1.9222842537577527,4.222315884483005
1.2642428277381557,-0.6041517829986405
0.866361126711131,-0.25136714860456405
0.08724032672652177,0.49050395630567617
0.7507627648134423,-0.5767110612146746
0.9257571250821456,-0.7181883136401545
0.44349776115511963,0.75181033974782
0.9315697573268107,4.196223402231424
0.6935152497736943,-0.463909794745729
0.8792520821641996,-0.44676862530604466
0.9468591676741663,-0.5818007915093506
0.33185334247681003,0.052241446559053176
1.058772090985414,-0.05990165991032484
0.31247625950392727,-0.4818504122370199
-0.7159372506630538,1.4362891203431722
-0.16926993373505575,-0.40650342175361065
-1.010774876417646,-0.5176284918844765
0.1713319581200286,-0.5668252886378761
-0.256456293334968,1.489156992677606
0.2996618221707983,-0.5152264754020431
-0.8276950451764229,1.1666803704481437
0.5349874698391983,3.9836263867037336
-0.5740647680842573,0.7959010737745638
-0.06543043968145804,-2.395896568413357
-0.9355453718780062,-0.9281201155821518
-0.37628108199210614,0.004865987581983759
0.11721788606544183,-1.1383798918548038
-0.11335679391593334,-0.25217956332096436
0.8874748493580092,-0.0007227280446152087
0.4213023250797124,-0.4129197240845641
-0.1838057425233919,0.154740599735582
0.6479989496379115,1.2414722987039197
0.21052803967005698,-0.5026119440901171
0.2954853200827362,1.5764607299201983
5.001752426371643,1.8144994555232032
3.0331072187308443,-1.7611474661174806
3.335923663374719,-0.8520097198634315
3.5391507503180732,-1.0844387497899706
2.8334070840169128,-0.8822563417569141
3.8948896426753388,-0.7595237206121036
3.2827906094509953,-1.0199155744836288
2.8481161526719365,-0.9117029617306723
3.4311816116056617,-1.0054435551518943
2.95250969856392,-0.9624682991708031
1.5854515363208117,-0.83460759057461
2.3626696538813174,-0.8869904552685648
3.1416126269041764,-0.31778182147048917
1.6995814023733247,-0.656111942936044
3.5452376541606796,5.562951864221364
2.229769597061329,-0.7454265361891941
3.4112544438921346,-0.1742153335539537
2.740137121564838,-1.564788079780266
2.0088674003923424,-0.6797844960229237
2.369900817622825,-0.8849250568666089
2.4858232905174544,-1.6126380349750726
1.3890864528327,-0.9169476046051374
1.202366340338373,-0.5311017324386877
0.4530795888924941,-0.1553641782442963
0.02130183614841851,-0.2917393100538901
-0.07586768687918717,4.7187716747994335
0.09238433873602274,-0.19648252697761104
0.28010877368244874,-0.7100471040245742
-0.2916212615996716,-0.1014893613449717
-0.36426315512832275,-0.3140960267858821
0.21671966703952403,-0.15685011777808355
-0.7456384257498254,0.6753157001402401
-0.809258442419096,-0.5847608309297401
-0.3029029313017063,-0.6212432606951043
0.028924977719265933,0.7967151634696996
1.852317671816464,4.389294787374611
-0.3907942630770404,-0.5010267814379232
-0.4944440102468557,-0.23475671007788868
-0.26700123667783454,-0.5910575691757395
-1.3841057558987941,1.4274144525937085
-0.2755941622045578,-0.5841340881311602
-0.05025259558239935,-0.23105758847452723
-0.1305007126823374,-0.5602958959997671
-0.625074897865524,-0.5093446177751688
-0.1619881300282924,-1.4234185960284165
-0.1153431355956178,0.6444679844616348
-1.1442030522777713,-0.641342909939353
-0.7083272307211798,0.47765839272696503
-0.18019134743405776,-0.4903714487612244
-0.5291447265631747,-0.41766751605033614
-0.4740012322661488,-0.6617489372213498
0.2411204482207197,-1.3013908185073206
-0.6914556680773142,-0.34589164264682065
0.3007858278278836,4.586820431985538
0.13014785973367912,3.4908624872574747
-0.08411933409380067,-1.2912197737502484
0.2849968669874022,-1.5343448354632911
-0.17823975327896324,-0.7847139822472093
0.25248767857589477,-1.321059701856956
0.13552275883471473,-0.5421803952089728
-0.24348366716684422,-0.3506211287617191
0.3670017840363612,-1.2464276687832962
-0.011678767897460621,-1.2671453028218562
0.14748122335452,-2.13811472971671
-0.7608788466146945,0.543442893521405
0.5647533034059437,-0.011486528156476421
1.0374444290487492,1.552126093650827
1.6011908358310296,0.9101659079292889
-0.5182317630122238,-0.16669980679293256
0.15882145480040755,-0.07052444277055595
0.28387813949106927,0.22839208622204318
0.2794252329563505,0.05771085052986277
1.20242719366367,0.5826390820130224
-0.5211758056186365,-0.29790642615006285
-0.48586807622659617,0.30291059812855137
0.2675316742892634,0.044035103923782744
-0.42280398715053186,-0.002215483826012917
-0.5754445120677303,-0.06969687953904757
-0.09298237830788224,0.09130061137927352
0.19785229020612527,0.12778036074483815
-0.4996822643935423,-0.14103086726182829
-0.2968300085231105,0.049071310000620524
-0.814788056779555,-0.5190011368912529
-1.1803832740352274,-0.6029146518406873
0.36580954561050216,1.1694774304834987
-0.3875402790450164,-0.5870847107428454
-0.7403832517179533,-0.6687949641865879
0.9829896432463376,-0.2170073389272393
1.3829619992655775,0.9159143897863714
1.0501914216074701,-0.33455854979932453
1.193679342977722,-0.4104348047737101
1.951770452563301,0.1590836731704202
1.5408957912199233,-0.36089914310034893
1.0171819579597223,0.38092682287206237
0.8610454016180169,-0.15661509837567242
1.0087899089982124,-0.5830729891345665
0.6521709116463426,-0.2832927596236644
0.5974887411352879,-0.6192498556073474
0.6612925719493801,-0.40698645428789804
2.3539913852734298,5.0367421571695346
0.37990968217591753,0.9800064929882729
0.0005525339273601864,-0.6562248800969287
0.9423572731196848,0.4797747338535903
0.8094691985554688,-0.6690589643281841
0.651531951804251,-0.4185281700704646
1.4995808414947758,-0.6150499825975625
1.0315021959811261,0.37621789904258623
0.5439445391253327,1.1627318772247994
1.1698035989495688,-0.6820953954950442
1.1048310452971328,-0.8773938260408204
0.6330041536852286,-0.5991428522172734
0.9340308374682117,0.4931405896252305
1.4814951866628738,-0.7446978847405165
2.817669387473989,5.22056621883511
2.8197332433962177,1.7900986111424633
0.8301328419400862,0.6286201512424485
1.9951318502008877,-0.6612320176684862
2.014285870742997,-0.6783984565951935
1.3168048683792646,-1.8363266491170827
2.354418085367182,-0.5197667433141303
2.0835929353810725,-0.7641101880588073
1.054191707416381,-0.7195093204440058
1.4734943186347844,-0.6668773844767721
2.9124029565081657,-0.13444209996721226
1.2549517168615816,-0.740160484899828
1.410902292313855,-0.7696637348448871
1.269919881259725,-0.7340288996790928
2.4898942816478264,-2.5111587158677344
1.7115975681523474,-0.6791588239661377
1.4879042056961616,-0.8350618305102613
-0.03563327467542618,0.17040788394368933
-0.345342144150264,-0.4085795064306312
0.04302433216758785,0.15474178684247125
-0.1212422560398258,-0.0979795196615529
0.102327124859782,0.03286969449857344
-0.196045905375106,0.34983763467155743
