Dim1,Dim2
1.6172629832936263,-1.5250796728327363
1.2898594416941724,0.3741090366603553
-0.062635378809737,-0.8789947694764956
0.7502824842830638,-0.06856973436361462
-0.16585597611333838,-1.2199093612896224
0.07933970685583422,-0.46515032726365296
-0.06522547341413244,-0.5476757213587486
-0.06187221780587922,-0.6816674952284919
0.3976059412142783,-0.4055747783223514
-0.03219329417505519,-0.4692464021576758
-1.704929008277648,2.010496477279995
0.13416290722702978,-0.6681707699884711
0.395712321508144,-0.366060823044398
-2.0596625019157995,-3.3652511567516346
-1.145450370243478,-3.978885958003454
-2.0267372272509356,-3.128479513470501
-0.8345179700748704,-3.914393622233354
-0.7372176062284422,-3.9841526088386288
-1.0293069504294114,-3.815076723846324
-2.1047389007165016,-3.0505980680944718
-2.19679117576002,-3.095004241927482
-1.0692108532569347,-3.95650240636419
-2.0674173744344135,-3.1840978054430313
-2.1018476099494063,-3.4103320887720545
-3.5208831288828124,-2.4609652890978384
-3.469343634425247,-1.9560548219387346
-1.7234251816659012,-2.342084637049263
-1.9626669101157939,-3.054031450295517
-3.5828487758847323,-1.9877843174277305
-2.232324489461857,-4.60765262798596
-2.0019749079303124,-3.092337599673019
-2.212747832005239,-2.1764724827967483
-2.2232030127631197,-2.4854102040404653
-0.31321050590058186,-3.4512341581109474
1.345632925681314,-5.037564406500485
-2.258947423183722,-2.038283414578971
-2.355396251153183,-2.0247846006822923
-2.359929803346215,-1.8275889048012812
-2.443426322792064,-1.5797038607955916
-2.2852780663948593,-1.8873451189990917
-2.436020167915314,-1.4290009093134466
-2.2594907172618175,-2.5160002677771574
-2.29756843037777,-2.4823821891161195
-2.1046906050110232,-2.4447215960960262
-2.279532272839683,-2.060482212336091
2.33899289463506,-2.8260206519695927
-2.2056755619773445,-2.4838555239562212
-2.247743961169933,-2.4556678128975333
-2.1563415516897395,-2.3100296181858435
-2.334265462696769,-1.7550719278412452
-2.201070291052032,-2.616841022106893
-1.5579569225430416,-1.3481758677431896
-1.7075291544835876,-1.3543863868956962
2.0360691374337687,-4.371207073294069
-1.7478236888260474,-0.9759970100780754
-1.7212617560231476,-1.906678872681791
0.5000056066822909,-2.912110882766563
-1.742409898248482,-2.0123564918358334
-1.5196382437642582,-1.6306293779268184
-1.7876213857527672,-0.09746830295829977
-1.6371293620798957,-1.5790521771072115
-1.4625697110292635,-1.230227990943104
-1.6783788523152732,-1.6740082313433318
-2.6621660222043952,-0.33149908396806593
-1.623225618526285,-1.5360301992408236
-3.1740074846799264,-0.8934750128781995
-1.5577373061930848,-1.9502177024105922
-2.7368414346099654,-0.4412187244315095
-1.5603782066466965,-1.206860172982197
-1.578820563685225,-1.8773157409574857
-1.545806718800586,-1.3430726077642112
2.2764280220862187,-2.478695207539319
-1.603489637566712,-1.8564316172541764
-2.803662838055446,-1.1155937117600825
-1.5700367029008269,-1.852407263587276
-1.5993656178402538,-1.5929809391880392
-3.1272424829208147,-0.9599643240692887
-3.074488474132649,-0.8157025203691002
-1.5737787090094604,-1.4276227925601637
-1.5786264695371908,-0.9711269285090276
-1.6158501667066765,-1.8234305481712283
-2.712740404532997,-0.8383670547449549
-3.2521154711825773,-1.286403447937542
-1.4066185020661222,-0.3487588735849049
-1.35922644696325,-0.29046495682853324
-2.450995027334955,-1.7004169788168744
-2.449933087452674,1.5046754331231444
-1.38111257245056,-0.5159069510272489
0.2854464592338087,-1.9844364293684311
-1.4060992313448444,2.1409655278455726
-1.276175128001252,-0.771254923588978
-2.3019824844057655,1.7593683010966616
-2.276610168466229,2.4861200434555437
-2.1442436701164325,1.8738380066682163
-3.1141063668473814,-1.1919481515050865
-1.397730786666757,-2.230355463898317
-0.3999038048179024,-3.418829230999178
-0.5352114599155267,-3.2899334378974454
-1.21699374802039,-2.1051589383163125
-1.116004918373153,-1.7887991798247933
-1.3018503521526865,-2.1840337477854077
-3.2094760686859973,-1.3544958465551362
-1.3353142002862077,-1.926906253464786
-1.3598261578425122,-2.0171266809307813
-1.2311190223461,-2.058100799316653
-1.2684769967969414,-2.038629649234332
-1.2642684791130312,-1.9794450435545172
-1.2232779504519407,-1.519508953571026
-1.320243286673582,-2.0886925661714986
0.26307206117137444,-2.3770064452275754
2.2320106001094566,-3.9596684863699543
-1.4238630932594347,-1.8428465411711477
-0.18910644161014767,-3.141571481958526
-0.3112694395864842,-3.5517276359976235
0.034475569274861916,-2.575384047799769
-1.3393968307765454,-1.6553039201560789
-2.6289992267249276,0.09680529815038698
-1.3890586971841046,-1.6818829783058682
-1.2467814307644791,-1.3594533078847086
-1.2463399615604551,-1.9967760894401292
-0.08726731281909358,-3.4265273498282514
3.305453659751137,-4.904581009648057
1.4457433537670896,-4.779136716257067
-1.6057684768427138,-2.824677393057659
-0.3085106425810194,-2.9706931525110787
-1.2781397393141694,-1.8093684259307294
-1.5818112930127035,-2.9997136138145706
-1.3526873281254714,-2.341254995813204
-0.08257051367010386,-2.768082452416641
-1.282739431808932,-2.6042408072298313
-0.4077265572302557,-3.1196629416103394
-1.0592216042023488,-1.8682930049574624
-1.2515594205847556,-1.7895142170504683
0.4651267425692772,-2.9077887086969736
-1.2437267198244888,-1.6484247194353316
0.022566880938553555,-2.6391114460239566
-0.16493327455927734,0.9589778207324088
3.1742127982080195,-0.020274267786412718
-0.6624707616528851,2.0467469369921587
-3.4080553783124072,3.7120523377676204
0.6716368532145093,2.1595766242610748
0.13576319802512862,1.457763208977844
0.21958409955486893,1.4188156458538552
-1.8520482139263859,0.8528839549207082
-1.6543104831434787,1.735026000172167
-1.771006955256176,0.7810313765617218
-1.7788746340554245,1.4881478848200782
0.00369866684215554,1.2032334918393932
0.11030748401346785,1.3181285966924774
-0.1422083336687077,1.0275013247826457
-0.23717027900631363,0.9166487264856329
-1.2755975930194912,2.2051683217755205
-0.5644230071535297,0.3409406502216807
0.07473018966284263,1.2411750808256994
0.4367835411947051,1.7772595545318652
-0.4551252668286739,0.2740815301371852
-0.5528994131657854,-0.21046603022073704
-0.5960667220761549,-1.898140258158375
-3.9230011319469624,8.019291221570942
-1.0376040322502433,-0.45258892979103243
3.819533914781251,-3.428967000220551
-2.402201410467479,-0.47130051008663426
-0.8706594484602186,-1.2705614310229003
4.565691623191684,0.6123229784546116
-0.3248116065452798,0.4694412737484919
-0.5703669290955441,-0.17075980663925147
-0.6626184265830131,-0.3905667166964752
-0.5640973868655145,-0.04892412345977841
-0.9140167955927465,-1.2938333543941385
-0.6391244453905344,-0.5902118093995912
-3.6762309587482784,3.137195925687386
-2.0750470678478203,-0.23119809104190633
