PC1,PC2,Feature
0.2844355860889406,0.49204712058933436,Rank
0.4863409489002073,-0.0519308467243233,Last Round Single Time
0.5249262108820696,-0.03570320422350719,Last Round Average Time
-0.10363595501940982,0.4745905115394631,Rounds Competed
0.3468043901782249,-0.04833737877394099,Best Single Time
0.5206415257564504,-0.10554320494468297,Best Average Time
0.03250430752701574,0.7173048379815258,Number of Competitors
0.06231795366175195,0.026073836593232674,Number of Penalties
