Dim1,Dim2,Attribute
0.1202053469755187,0.47291385684267656,Rank
0.45437312784065215,-0.09221622395866963,Last Round Single Time
0.34983416277876933,0.013914928335983014,Last Round Average Time
-0.5827059965127674,0.12941733408026337,Rounds Competed
0.1813666410518475,-0.4504984514269607,Best Single Time
0.28955396055631566,-0.08936552008508461,Best Average Time
-0.3282830003263425,0.5387409077371756,Number of Competitors
-0.4843442423639932,-0.5229068315253836,Number of Penalties
